model_key,model_name,train_mse,train_rmse,train_mae,train_r2,train_mape,test_mse,test_rmse,test_mae,test_r2,test_mape
linear_regression,Linear Regression,1146.4957821672738,33.85994362321464,19.994379083162876,0.2708854174737373,746.6333055216644,1311.4074703440049,36.21336038458741,24.775108995822453,-0.3537227962789573,1036.7715902569848
ridge_regression,Ridge Regression,1146.4958717021211,33.859944945349824,19.99284388648339,0.27088536053400514,746.4860398800788,1310.9951904056811,36.20766756373132,24.77066724567629,-0.3532972132595078,1036.6191969947145
random_forest,Random Forest,515.556075733277,22.70585994260682,13.838812694019516,0.6721318483906094,437.0935631759813,1234.8836062254936,35.1409107199215,23.210989970304144,-0.2747297284040213,870.7017121785495
gradient_boosting,Gradient Boosting,119.63445315992628,10.937753570085874,7.855301489294226,0.9239184079625938,289.4838398602599,1288.7039854980962,35.898523444538725,23.635489067666313,-0.3302867356449437,915.3241708542995
xgboost,XGBoost,128.60328518480196,11.340338847882895,7.676263976045225,0.9182146746220282,291.46889729741775,1184.0400087673638,34.40988242885122,22.770326065124078,-0.22224555511664001,878.0459051180964
